,utterance,label,translation_it
1884,cool i m a teacher in kindergarten hi i am a teacher i love to be in the olympics ,prob_B,Cool i m un insegnante in asilo nido ciao io sono un insegnante amo essere nelle olimpiadi 
1885,i m fine where do you live  smiling face with open mouth and smiling eyes i live in california ,prob_NB,I m fine where do you living sorridente faccia con bocca aperta e sorridente occhi io vivo in California 
1886,wow that must be a great experience i also want to move there smiling face with open mouth it is i love it smiling face with open mouth and smiling eyes,prob_NB,wow che deve essere una grande esperienza voglio anche muoversi là sorridente faccia con bocca aperta è adoro sorridere faccia con bocca aperta e sorridente occhi
1887,i work for a living  what is your occupatiob ,prob_B,Io lavoro per vivere ciò che è il tuo occupatiob 
1888,what company  i work for a company ,prob_PB,che azienda lavoro per un'azienda 
1889,you must retire soon  i am not sure but i am not sure ,prob_PB,devi andare in pensione presto non sono sicuro ma non sono sicuro 
1890,i do not really have a lot of time to cook  i do,prob_B,non ho davvero un sacco di tempo per cucinare
1891,i like to do that with my friends i m married ,prob_B,Mi piace farlo con i miei amici sono sposato 
1892,yeah i don t like to work because of that i am a vegetarian i am a vegetarian ,prob_PB,yeah non mi piace lavorare a causa di questo sono un vegetariano sono un vegetariano 
1893,what is your favorite food that s cool i am a woman and i am a woman and i am a woman and you ,prob_PB,Qual è il tuo cibo preferito che è fresco io sono una donna e io sono una donna e io sono una donna e tu 
1894,i am a man i am single,prob_PB,"Sono un uomo, sono single."
1895,so what do you imply i am a woman and i am a woman and i am a woman and you ,prob_PB,Quindi cosa vuoi dire che io sono una donna e io sono una donna e io sono una donna e tu 
1896,hahahahaha i am a woman and i am a woman and you ,prob_PB,ahahahahaha io sono una donna e io sono una donna e tu 
1897,i get it woman i like pizza and you ,prob_PB,lo capisco donna mi piace la pizza e tu 
1898,i love italian food and garlic bread i am a woman and i am a woman and i am a woman and you ,prob_B,Io amo il cibo italiano e il pane all'aglio sono una donna e sono una donna e io sono una donna e tu 
1899,do you workout i am a woman and i am a woman and you ,prob_B,fai allenamento io sono una donna e io sono una donna e tu 
1900,hey i am a woman and i am a woman and you  hi how is your day winking face,prob_B,Ehi io sono una donna e io sono una donna e tu ciao come è la tua giornata faccia ammiccante
1901,wonderful how is yours  i am doing well just got done eating supper ,prob_NB,meraviglioso come è il tuo sto facendo bene appena finito di mangiare la cena 
1902,bon apetit where do you work i am a stay at home mom i am a chef ,prob_NB,bon apetit dove lavori io sono un soggiorno a casa mamma io sono uno chef 
1903,do you like to play chess are you there  i am not i am a stay at home mom ,prob_PB,ti piace giocare a scacchi sei tu lì io non sono un soggiorno a casa mamma 
1904,did you ever played chess  i played the violin in high school i have never been out of the country ,prob_PB,Hai mai giocato a scacchi ho suonato il violino al liceo non sono mai stato fuori dal paese 
1905,i am a stay at home mom how about you  i don t have any job right now ,prob_B,Io sono un soggiorno a casa mamma che ne dici se non ho un lavoro in questo momento 
1906,i do not think i would like that i am a fat  tell me about your job,prob_B,Non credo che mi piacerebbe che sono un grasso mi dica circa il vostro lavoro
1907,i am a stay at home mom how about you  forget about me what would you like to do,prob_B,Io sono un soggiorno a casa mamma che ne dici di dimenticarti di me cosa vorresti fare
1908,i love to travel and see the world did you traveled before,prob_B,Mi piace viaggiare e vedere il mondo hai viaggiato prima
1909,i had to go to the beach a lot but i have never been  give me a secret,prob_B,"Ho dovuto andare spesso in spiaggia, ma non sono mai stato un segreto."
1910,i would loveheavy black heart to try that  i live in california near the beach,prob_B,Mi piacerebbe cuore nero pesante per provare che vivo in California vicino alla spiaggia
1911,nice do you swim a lot  yes i do i swim and surf,prob_NB,Bello tu nuoti molto sì io nuoto e surf
1912,that is nice do you like sports  i do but i like to play football but i like to play with friends ,prob_NB,"che è bello ti piace lo sport che faccio, ma mi piace giocare a calcio, ma mi piace giocare con gli amici "
1913,football sounds nice do you watch world cup  i do i like to watch football but i love it ,prob_PB,"football suona bello non si guarda mondiale tazza mi piace guardare il calcio, ma mi piace "
1914,what about other sports  i like football basketball basketball basketball basketball basketball,prob_B,che dire di altri sport mi piace basket basket basket basket basket basket
1915,you are the fan of basketball do you play it  i do not play but i do play professionally,prob_B,"tu sei il fan del basket lo fai giocare io non gioco, ma io faccio giocare professionalmente"
1916,are you a professional basketball player  no i play for the celtics,prob_B,Sei un giocatore di basket professionista no io gioco per i celtici
1917,okay do you exercise often  yes i do i try to stay healthy,prob_NB,Ok ti alleni spesso sì cerco di rimanere in salute
1918,nice do you eat healthy food  yes i do i love to eat healthy,prob_NB,bello si mangia cibo sano sì mi piace mangiare sano
1919,you are really nice guy yes i am i am ,prob_PB,"Sei davvero un bravo ragazzo. Si', lo sono. "
1920,i work at a bank you  hi,prob_B,Io lavoro in una banca che tu ciao
1921,i like taylor swift she s my favorite singer oh nice i like her too but my favorite singer of all time is michael jacksonsmiling face with heart shaped eyes,prob_B,Mi piace taylor swift lei è il mio cantante preferito oh bello mi piace anche lei ma il mio cantante preferito di tutti i tempi è Michael Jacksonsmiling faccia con occhi a forma di cuore
1922,i am in the states so i have to go to the states i am in the states  where exactly in the states are you ,prob_B,"Sono negli Stati, quindi devo andare negli Stati dove sono esattamente negli Stati. "
1923,that s cool i am in the midwest and you  ny but i want to move to california after i ll graduate from high school in two yearssmiling face with smiling eyes,prob_B,Che fico io sono nel Midwest e tu ny ma voglio trasferirmi in California dopo il diploma di liceo in due anni volto sorridente con gli occhi sorridenti
1924,i like taylor swift but i also like taylor swift she is my favorite singer ye i already knowface with tears of joy i really like her blonde hair but my is brown and curly btw what is your name ,prob_B,Mi piace Taylor Swift ma mi piace anche Taylor Swift è la mia cantante preferita ye già conosco faccia con lacrime di gioia mi piace davvero i suoi capelli biondi ma il mio è marrone e ricci btw qual è il tuo nome 
1925,i am in the states so i have to go to the states i am in the states you  ye me too what is your favorite food ,prob_B,"Sono negli Stati Uniti, quindi devo andare negli Stati Uniti, sono negli Stati in cui anche voi siete me, qual è il vostro cibo preferito? "
1926,that s cool i am in the midwest and you  ny,prob_B,che fico io sono nel Midwest e tu ny
1927,i like taylor swift but i also like taylor swift but i also like taylor swift she is my favorite singer what is your favorite food ,prob_B,Mi piace Taylor Swift ma mi piace anche Taylor Swift ma mi piace anche Taylor Swift è la mia cantante preferita qual è il tuo cibo preferito 
1928,that s cool i am in the midwest and you  you are not really smart didn t you ,prob_B,che è cool io sono nel Midwest e tu non sei davvero intelligente didn t you 
1929,i like taylor swift but i also like taylor swift but i also like taylor swift she is a great singer what is your name ,prob_B,Mi piace Taylor Swift ma mi piace anche Taylor Swift ma mi piace anche Taylor Swift è una grande cantante come ti chiami 
1930,hi alex it s all right ,prob_PB,hi alex it's all right 
1931,good to know good what s up ,prob_NB,Buono a sapersi bene cosa succede 
1932,well so so well ,prob_NB,così bene così bene 
1933,yeah a lot of work lonely life you know you must ve been a lot of laughs when you were a kid lonely huh ,prob_NB,yeah un sacco di lavoro vita solitaria sai che devi essere stato un sacco di risate quando eri un bambino solitario huh 
1934,yeah being a kid is actually great i hate being a grown up yeah we ve totally grown up since then ,prob_NB,"Si', essere un bambino e' davvero fantastico. Odio essere un adulto, si', siamo cresciuti da allora. "
1935,a lot oh please so they were really impressed with you at work ,prob_PB,molto oh per favore così sono stati davvero impressionati con te al lavoro 
1936,not actually i am loser wait what ,prob_NB,non in realtà sono perdente aspettare cosa 
1937,yeah no good things happening around here lately not so good lately ,prob_NB,yeah no cose belle che succedono qui ultimamente non così bene ultimamente 
1938,nope quite bad lots of complaints from clients nope ,prob_PB,nope abbastanza male un sacco di lamentele da parte dei clienti nope 
1939,have you deal with clients before  deal ,prob_B,hai a che fare con i clienti prima dell'affare 
1940,hey what s up smiling face with open mouth and cold sweat cut a long story short was born in somalia hello i was born in russia but now i live in the us ,prob_B,hey what s up sorridente faccia con bocca aperta e freddo sudore tagliato una lunga storia breve è nato in somalia ciao sono nato in russia ma ora vivo in noi 
1941,cuddling up with my dog always makes me feel better how are you doing  i m fine what s you dog s name ,prob_B,Coddling up con il mio cane mi fa sempre sentire meglio come stai facendo i m fine what s cane s nome 
1942,i m also doing well i just got home from a trip to norway also try to guess now i live  in the us ,prob_B,I m anche facendo bene ho appena ottenuto a casa da un viaggio a Norway anche cercare di indovinare ora che vivo in noi 
1943,in united states funny you  what do you do for a living ,prob_B,negli Stati Uniti ti diverte cosa fai per vivere 
1944,i work in an office building it has also paid well and supports my love of cars i also like cars i spend all my money on them ,prob_B,lavoro in un edificio di ufficio ha anche pagato bene e sostiene il mio amore per le auto mi piace anche le auto che spendono tutti i miei soldi su di loro 
1945,i do not know how to swim me too ,prob_B,Non so nuotare anche a me 
1946,i like to sing but only in the shower scared of what others would think lol i go to the gym most days just to socialize ,prob_B,Mi piace cantare ma solo nella doccia spaventato di quello che gli altri penserebbero lol vado in palestra la maggior parte dei giorni solo per socializzare 
1947,i do it a week its relaxing yeah do you have any hobbies ,prob_B,Io lo faccio una settimana il suo rilassante yeah hai qualche hobby 
