,utterance,label,translation_af
1829,i m good what about you i am okay do you work,prob_NB,"Ek is goed wat oor jou, ek is okay doen jy werk"
1830,yes i am a museum guide what about you  i wait tables it is a popular club though in houston ,prob_NB,Ja ek is 'n museum gids wat oor jy ek wag tabelle dit is' n gewilde klub al in houston 
1831,do you like reading  i guess i am usually too depressed now since i lost my job a few weeks ago smirking face with glasses,prob_NB,Hou jy daarvan om te lees ek dink ek is gewoonlik te terneergedruk noudat ek my werk 'n paar weke gelede verloor het om gesig te tik met 'n bril
1832,seriously i am so sorry to hear it  it was very sad but i am doing better now ,prob_NB,"Ek is so jammer om te hoor dit was baie hartseer, maar ek doen beter nou "
1833,you ll overcome this hello how are you today ,prob_B,sal jy hierdie hallo te bowe kom hoe is jy vandag 
1834,i just came from a swim i ve been swimming since a baby this is good ,prob_B,Ek het net gekom van 'n swem ek swem sedert' n baba wat goed is 
1835,yes good what will you sing i don t sing i m partly deaf,prob_B,"Ja, goed wat jy sing ek sing t sing i m gedeeltelik doof"
1836,i am sorry you cannot hear what color is your hair  my hair are naturally black but i dyed them violet what about you,prob_B,"Ek is jammer jy kan nie hoor wat kleur is jou hare my hare is natuurlike swart, maar ek gekleur hulle pers wat oor jou"
1837,do you have kids i ve a ton of them  nice to see you ,prob_B,het jy kinders Ek het 'n ton van hulle lekker om jou te sien 
1838,fine i hear you ,prob_PB,fyn i hoor jy 
1839,what s your favorite beverage  i d like to say that true answer is lawyer,prob_B,wat jou gunstelingdrankie ek d hou van om te sê dat ware antwoord is prokureur
1840,i m a huge coffee lover  this is so sad ,prob_B,Ek m 'n groot koffieliefhebber hierdie is so hartseer 
1841,what s your favorite color  i like red reminds me of summer time ,prob_NB,hoe s jou gunsteling kleur ek hou van rooi herinner my aan somertyd 
1842,me too but i hate pink  i am a pretty good musician i am a programmer and own a studio what is your job ,prob_NB,"Ek ook, maar ek haat pienk ek is 'n mooi goeie musikant ek is' n programmeerder en besit 'n ateljee wat jou werk is "
1843,it s cool unfortunately i don t really like music but i enjoy mountain biking  i like to hike and go mountain climbing ,prob_NB,"dit koel ongelukkig ek t regtig hou van musiek, maar ek geniet berg bikingi hou van staptoer en gaan bergklim "
1844,we have a lot in common  i m not a man ,prob_PB,ons het baie in gemeen i m nie 'n man nie 
1845,i m an impatient person i despise long lines hopefully justin will let me in front we live in simulation right  you asked me about my job i am shop assistant and my father was a construction worker ,prob_B,I m m 'n ongeduldige persoon ek verag lang lyne hopelik justin sal laat my voor ons in simulasie reg jy het my gevra oor my werk ek is winkel assistent en my pa was 'n konstruksiewerker 
1846,i am a programmer and own a studio  nice name ,prob_B,Ek is 'n programmeerder en besit' n ateljee mooi naam 
1847,what s yours  i am good i am just watching the news,prob_PB,wat s joune ek is goed ek kyk net na die nuus
1848,jh so what s new in your town  yes there are a lot of cities,prob_PB,"So wat snuut in jou dorp, ja, daar is baie stede"
1849,i live in the midwest what do you do ,prob_B,Ek woon in die middel van die weste wat jy doen 
1850,i work at a local shelter oh is it for humans or animals ,prob_B,"Ek werk by 'n plaaslike skuiling O, is dit vir mense of diere "
1851,i do not know i am a vet veterinarian so it s an animal shelter,prob_B,Ek weet nie ek is 'n vet veearts so dit s'n diere skuiling
1852,yes i have a dog named after a long walk hahaha what was the result of that walk how did you name it ,prob_B,"Ja, ek het 'n hond vernoem na' n lang loop hahahahaa wat was die gevolg van wat loop hoe het jy noem dit "
1853,i was born in the usa me too,prob_B,Ek is ook in die wea gebore
1854,i do not like it either umm i like usa,prob_B,Ek hou nie van dit óf um i hou van wea
1855,i love the usa i am from florida i was born in what is your age ,prob_B,Ek is lief vir die wea i van florida i is gebore in wat is jou ouderdom 
1856,my age is a baby a year old hi how are you ,prob_B,my ouderdom is 'n baba' n jaar oud hi hoe is jy 
1857,not so good but i went hiking today so it is nice i love hiking i love hiking ,prob_NB,"nie so goed nie, maar ek het gegaan stap vandag so dit is lekker ek hou van stap, ek hou daarvan om te stap "
1858,do you this is cool let s go hike together no i do not i do ,prob_B,doen jy hierdie is koel laat s gaan stap saam nee ek doen nie i doen 
1859,okay do you like to exercise  i do but i do enjoy it ,prob_PB,okay doen jy hou van oefening ek doen maar ek geniet dit 
1860,this is nice do you eat healthy food  yes i do i eat healthy food ,prob_NB,"Dit is lekker om gesonde kos te eet, ja, ek eet gesonde kos "
1861,nice you must be a really nice guy yes i am i am a very good guy ,prob_NB,"Goed jy moet 'n baie mooi ou, ja ek is ek is' n baie goeie man "
1862,do you have a girlfriend  no i am not married ,prob_NB,"het jy 'n meisie, nee ek is nie getroud nie "
1863,me too i just broke up recently i am sorry to hear that ,prob_NB,"Ek ook, ek het onlangs gebreek ek is jammer om te hoor dat "
1864,it s okay i m still young i am sorry to hear that ,prob_PB,"dit is goed as ek nog jonk is, ek is jammer om te hoor dat "
1865,okay bye i am sorry to hear that ,prob_PB,OK bye ek is jammer om te hoor dat 
1866,hey i m doing math hey what are you doing ,prob_NB,hey i m doen wiskunde hey wat jy doen 
1867,math homework oh really ,prob_NB,wiskunde huiswerk o o ja 
1868,yeah it s hard how hard can it be ,prob_NB,"Ja, dit is moeilik hoe moeilik dit kan wees "
1869,just kidding it s actually quite easy i can already tell this isn t going to work ,prob_PB,"Om maar net te speel, is eintlik baie maklik, ek kan alreeds sê hierdie is t gaan werk "
1870,i will do my best where did you get that ,prob_PB,Ek sal my bes doen waar het jy dit gekry 
1871,i m sorry  why ,prob_B,i m jammer hoekom 
1872,i m leaving in a couple of hours where are you from  i m from singapore,prob_B,I m verlaat in 'n paar ure waar is jy van i m van singapore
1873,i m from here maybe i know him  who do you know ,prob_B,"Ek weet van hier, miskien ken ek hom wat jy ken "
1874, who  do you have any friends ,prob_B, wie het jy enige vriende? 
1875,so um what did fiona say about me  well hello there i love to read i love to read,prob_B,so um wat fiona sê oor my goed hallo daar ek hou daarvan om te lees ek hou daarvan om te lees
1876,hello i like reading too but i m more of a music fan i love taylor swift i do not know much about fashion i like to read ,prob_PB,"hallo ek hou ook van lees, maar ek m meer van 'n musiek fan, ek hou van taylor vinnigei ek weet nie veel van die mode ek hou daarvan om te lees "
1877,taylor swift is a singer not a model i am not sure i am a huge fan of music ,prob_PB,taylor vinniges is 'n sanger nie' n model ek is nie seker ek is 'n groot fan van musiek 
1878,do you like country hey that s interesting ,prob_B,hou jy van land hey wat interessant is 
1879,are you single i am unattached how about you ,prob_NB,is jy enkel i is untaged hoe oor jou 
1880,i m getting married soon i am a mother of five years old,prob_NB,"Ek is gou getroud, ek is 'n ma van vyf jaar oud"
1881,wow how old are you  i m fine how are you ,prob_B,Lag hoe oud is jy i m fyn hoe is jy 
1882,hi i am a mother of five years  it s not a job,prob_B,hii is 'n ma van vyf jaar dit s'n nie' n werk
1883,i don t want to see this coming  what do you do for a living,prob_B,i don t wil sien hierdie kom wat doen jy doen vir 'n bestaan
1884,cool i m a teacher in kindergarten hi i am a teacher i love to be in the olympics ,prob_B,koel ek m 'n onderwyser in die kleuterskool hii ek is 'n onderwyser ek hou daarvan om in die olympika te wees 
1885,i m fine where do you live  smiling face with open mouth and smiling eyes i live in california ,prob_NB,i m fyn waar woon jy glimlag gesig met oop mond en glimlaggend oë ek woon in califonia 
1886,wow that must be a great experience i also want to move there smiling face with open mouth it is i love it smiling face with open mouth and smiling eyes,prob_NB,wow wat moet 'n groot ondervinding ek ook wil beweeg daar glimlag gesig met oop mond dit is ek lief vir dit glimlag gesig met oop mond en glimlag oë
1887,i work for a living  what is your occupatiob ,prob_B,Ek werk vir 'n bestaan wat is jou cocupatiob 
1888,what company  i work for a company ,prob_PB,maatskappy Ek werk vir 'n maatskappy 
1889,you must retire soon  i am not sure but i am not sure ,prob_PB,"jy moet aftree gou Ek is nie seker nie, maar ek is nie seker nie "
1890,i do not really have a lot of time to cook  i do,prob_B,Ek het nie regtig baie tyd om te kook ek doen
1891,i like to do that with my friends i m married ,prob_B,Ek hou daarvan om dit te doen met my vriende i m getroud 
1892,yeah i don t like to work because of that i am a vegetarian i am a vegetarian ,prob_PB,Ja ek hou van werk as gevolg van wat ek is 'n vegetaries ek is 'n vegetariër 
1893,what is your favorite food that s cool i am a woman and i am a woman and i am a woman and you ,prob_PB,wat is jou gunsteling kos wat koel ek is 'n vrou en ek is' n vrou en ek is 'n vrou en jy 
1894,i am a man i am single,prob_PB,Ek is 'n man ek is ongetroud
1895,so what do you imply i am a woman and i am a woman and i am a woman and you ,prob_PB,so wat doen jy impliseer ek is 'n vrou en ek is' n vrou en ek is 'n vrou en jy 
1896,hahahahaha i am a woman and i am a woman and you ,prob_PB,hahahahahahaha ek is 'n vrou en ek is' n vrou en jy 
1897,i get it woman i like pizza and you ,prob_PB,Ek kry dit vrou ek hou van pizza en jy 
1898,i love italian food and garlic bread i am a woman and i am a woman and i am a woman and you ,prob_B,Ek is lief vir italian kos en knoffel brood Ek is 'n vrou en ek is' n vrou en ek is 'n vrou en jy 
1899,do you workout i am a woman and i am a woman and you ,prob_B,"werk jy uit, ek is 'n vrou en ek is' n vrou en jy "
1900,hey i am a woman and i am a woman and you  hi how is your day winking face,prob_B,hey ek is 'n vrou en ek is' n vrou en jy hi hoe is jou dag knip gesig
1901,wonderful how is yours  i am doing well just got done eating supper ,prob_NB,Wonderlik hoe is joune ek doen goed het net gedoen eet aandete 
1902,bon apetit where do you work i am a stay at home mom i am a chef ,prob_NB,bon apetit waar werk jy ek is 'n verblyf by die huis ma ek is' n kok 
1903,do you like to play chess are you there  i am not i am a stay at home mom ,prob_PB,doen jy hou van na speel skaak is jy daar ek is nie ek is 'n verblyf by ma 
1904,did you ever played chess  i played the violin in high school i have never been out of the country ,prob_PB,"het jy al ooit skaak gespeel, ek het die viool gespeel op hoërskool, ek was nog nooit uit die land nie "
1905,i am a stay at home mom how about you  i don t have any job right now ,prob_B,Ek is 'n bly by ma hoe oor jy ek doen t het enige werk op hierdie oomblik 
1906,i do not think i would like that i am a fat  tell me about your job,prob_B,Ek dink nie ek wil graag dat ek 'n vet vertel my van jou werk nie
1907,i am a stay at home mom how about you  forget about me what would you like to do,prob_B,Ek is 'n bly by ma van jou vergeet van my wat wil jy graag doen
1908,i love to travel and see the world did you traveled before,prob_B,Ek hou baie daarvan om te reis en die wêreld te sien wat jy voorheen gereis het
1909,i had to go to the beach a lot but i have never been  give me a secret,prob_B,"Ek moes baie strand toe gaan, maar ek was nog nooit 'n geheim"
1910,i would loveheavy black heart to try that  i live in california near the beach,prob_B,Ek sou lief virheavy swart hart om te probeer dat ek in califonia naby die strand woon
1911,nice do you swim a lot  yes i do i swim and surf,prob_NB,"Mooi swem jy baie ja, ek swem en branders"
1912,that is nice do you like sports  i do but i like to play football but i like to play with friends ,prob_NB,"Dit is lekker doen jy hou van sport, maar ek hou van om sokker te speel, maar ek hou daarvan om saam met vriende te speel "
1913,football sounds nice do you watch world cup  i do i like to watch football but i love it ,prob_PB,"voetbal klink goed as jy na wêreldbeker kyk, ek hou van om sokker te kyk, maar ek hou daarvan "
1914,what about other sports  i like football basketball basketball basketball basketball basketball,prob_B,wat van ander sportsoorte ek hou van voetbalbalbalbalbalbalbal - basketbal
1915,you are the fan of basketball do you play it  i do not play but i do play professionally,prob_B,"jy is die fan van basketbal doen jy speel dit ek speel nie, maar ek speel wel profesioneel"
1916,are you a professional basketball player  no i play for the celtics,prob_B,is jy 'n professionele basketbal speler nee ek speel vir die celtics
